54.804991006851196,4
56.94517707824707,4
514.9024939537048,4
542.2081210613251,4
512.4643428325653,4
483.3191158771515,4
509.7813720703125,4
490.5210530757904,4
497.4459319114685,4
535.8741459846497,4
510.06846284866333,4
478.0790071487427,4
501.6588501930237,4
472.4382200241089,4
502.14660596847534,4
531.7224228382111,4
484.56001687049866,4
511.5481278896332,4
568.1433711051941,5
639.1706149578094,5
601.3617601394653,5
629.483332157135,5
582.1738550662994,5
593.7257859706879,5
641.7059550285339,5
588.8188228607178,5
619.0536799430847,5
563.0178890228271,5
714.4513909816742,6
638.1640040874481,6
697.4626808166504,6
710.571946144104,6
763.2457158565521,6
703.8396110534668,6
688.1500308513641,6
694.1644420623779,6
744.9709150791168,6
522.6086719036102,4
565.2335679531097,4
540.2558319568634,4
1220.4549221992493,4
528.4024391174316,4
448.45597195625305,4
529.6137809753418,4
529.1946849822998,4
518.4840190410614,4
655.8087079524994,4
